PRODUCTID,PRODUCTNDC,PRODUCTTYPENAME,PROPRIETARYNAME,PROPRIETARYNAMESUFFIX,NONPROPRIETARYNAME,DOSAGEFORMNAME,ROUTENAME,STARTMARKETINGDATE,ENDMARKETINGDATE,MARKETINGCATEGORYNAME,APPLICATIONNUMBER,LABELERNAME,SUBSTANCENAME,ACTIVE_NUMERATOR_STRENGTH,ACTIVE_INGRED_UNIT,PHARM_CLASSES,DEASCHEDULE
0009-3470_bcee33c3-6db8-4ec0-b7b7-85c516cde450,0009-3470,HUMAN PRESCRIPTION DRUG,Cleocin Phosphate,,clindamycin phosphate,"INJECTION, SOLUTION",INTRAMUSCULAR; INTRAVENOUS,20140926,,NDA,NDA050639,Pharmacia and Upjohn Company LLC,CLINDAMYCIN PHOSPHATE,6,mg/mL,"Decreased Sebaceous Gland Activity [PE],Lincosamide Antibacterial [EPC],Lincosamides [Chemical/Ingredient]",
0009-3475_0f1820e6-28cb-4dd7-89ee-00583ebab35d,0009-3475,HUMAN PRESCRIPTION DRUG,Depo-Medrol,,methylprednisolone acetate,"INJECTION, SUSPENSION",INTRA-ARTICULAR; INTRALESIONAL; INTRAMUSCULAR; SOFT TISSUE,19590528,,NDA,NDA011757,Pharmacia and Upjohn Company LLC,METHYLPREDNISOLONE ACETATE,80,mg/mL,"Corticosteroid [EPC],Corticosteroid Hormone Receptor Agonists [MoA]",
0009-3475_48526b2b-3cef-4d67-8c38-d3e9fca1cf3d,0009-3475,HUMAN PRESCRIPTION DRUG,Depo-Medrol,,methylprednisolone acetate,"INJECTION, SUSPENSION",INTRALESIONAL; INTRAMUSCULAR; INTRASYNOVIAL; SOFT TISSUE,19590528,,NDA,NDA011757,Pharmacia and Upjohn Company LLC,METHYLPREDNISOLONE ACETATE,80,mg/mL,"Corticosteroid [EPC],Corticosteroid Hormone Receptor Agonists [MoA]",
0009-3701_3ce01621-0e34-4f2d-8830-784de0d0bc9f,0009-3701,HUMAN PRESCRIPTION DRUG,Caverject,,Alprostadil,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",INTRACAVERNOUS,19950706,,NDA,NDA020379,Pharmacia and Upjohn Company LLC,ALPROSTADIL,20.5,ug/mL,"Genitourinary Arterial Vasodilation [PE],Prostaglandin Analog [EPC],Prostaglandin E1 Agonist [EPC],Prostaglandin Receptor Agonists [MoA],Prostaglandins [Chemical/Ingredient],Venous Vasodilation [PE]",
0009-3794_1bbb1f6e-272b-444e-87da-90bf9bb2d2ed,0009-3794,HUMAN PRESCRIPTION DRUG,Corvert,,IBUTILIDE FUMARATE,"INJECTION, SOLUTION",INTRAVENOUS,19951228,,NDA,NDA020491,Pharmacia and Upjohn Company,IBUTILIDE FUMARATE,0.1,mg/mL,Antiarrhythmic [EPC],
0009-3794_1e246a71-3d4e-4737-bf9b-5a53e1772b49,0009-3794,HUMAN PRESCRIPTION DRUG,Corvert,,ibutilide fumarate,"INJECTION, SOLUTION",INTRAVENOUS,19951228,,NDA,NDA020491,Pharmacia and Upjohn Company LLC,IBUTILIDE FUMARATE,0.1,mg/mL,Antiarrhythmic [EPC],
0009-3794_387c1cc9-4afc-4a1a-82e4-cd0fb535a82c,0009-3794,HUMAN PRESCRIPTION DRUG,Corvert,,ibutilide fumarate,"INJECTION, SOLUTION",INTRAVENOUS,19951228,,NDA,NDA020491,Pharmacia and Upjohn Company LLC,IBUTILIDE FUMARATE,0.1,mg/mL,Antiarrhythmic [EPC],
0009-4541_c3566921-d549-46b6-b227-a72daaf73ad6,0009-4541,HUMAN PRESCRIPTION DRUG,Detrol,,tolterodine tartrate,"TABLET, FILM COATED",ORAL,19980325,,NDA,NDA020771,Pharmacia and Upjohn Company LLC,TOLTERODINE TARTRATE,1,mg/1,"Cholinergic Muscarinic Antagonist [EPC],Cholinergic Muscarinic Antagonists [MoA]",
0009-4544_c3566921-d549-46b6-b227-a72daaf73ad6,0009-4544,HUMAN PRESCRIPTION DRUG,Detrol,,tolterodine tartrate,"TABLET, FILM COATED",ORAL,19980325,,NDA,NDA020771,Pharmacia and Upjohn Company LLC,TOLTERODINE TARTRATE,2,mg/1,"Cholinergic Muscarinic Antagonist [EPC],Cholinergic Muscarinic Antagonists [MoA]",
0009-4709_2219a0ef-8b1c-48f8-947b-3be2798a6314,0009-4709,HUMAN PRESCRIPTION DRUG,Depo-SubQ Provera,,medroxyprogesterone acetate,"INJECTION, SUSPENSION",SUBCUTANEOUS,20050502,,NDA,NDA021583,Pharmacia and Upjohn Company LLC,MEDROXYPROGESTERONE ACETATE,104,mg/.65mL,"Progesterone Congeners [Chemical/Ingredient],Progestin [EPC]",
0009-4992_9beec729-f804-48e5-a137-19ca7d90d6a0,0009-4992,HUMAN PRESCRIPTION DRUG,Zyvox,,linezolid,"INJECTION, SOLUTION",INTRAVENOUS,20150706,,NDA,NDA021131,Pharmacia and Upjohn Company,LINEZOLID,600,mg/300mL,"Oxazolidinone Antibacterial [EPC],Oxazolidinones [Chemical/Ingredient]",
0009-5012_fe4b4aa6-600c-4715-a70d-1ed12e83f1f3,0009-5012,HUMAN PRESCRIPTION DRUG,Glyset,,miglitol,"TABLET, FILM COATED",ORAL,19961218,,NDA,NDA020682,Pharmacia and Upjohn Company LLC,MIGLITOL,25,mg/1,"alpha Glucosidase Inhibitors [MoA],alpha-Glucosidase Inhibitor [EPC]",
0009-5013_fe4b4aa6-600c-4715-a70d-1ed12e83f1f3,0009-5013,HUMAN PRESCRIPTION DRUG,Glyset,,miglitol,"TABLET, FILM COATED",ORAL,19961218,,NDA,NDA020682,Pharmacia and Upjohn Company LLC,MIGLITOL,50,mg/1,"alpha Glucosidase Inhibitors [MoA],alpha-Glucosidase Inhibitor [EPC]",
0009-5014_fe4b4aa6-600c-4715-a70d-1ed12e83f1f3,0009-5014,HUMAN PRESCRIPTION DRUG,Glyset,,miglitol,"TABLET, FILM COATED",ORAL,19961218,,NDA,NDA020682,Pharmacia and Upjohn Company LLC,MIGLITOL,100,mg/1,"alpha Glucosidase Inhibitors [MoA],alpha-Glucosidase Inhibitor [EPC]",
0009-5091_08349a5c-06af-4042-85cd-62d3f186d70a,0009-5091,HUMAN PRESCRIPTION DRUG,Ellence,,epirubicin hydrochloride,"INJECTION, SOLUTION",INTRAVENOUS,19990915,,NDA,NDA050778,Pharmacia and Upjohn Company LLC,EPIRUBICIN HYDROCHLORIDE,2,mg/mL,"Anthracycline Topoisomerase Inhibitor [EPC],Anthracyclines [Chemical/Ingredient],Topoisomerase Inhibitors [MoA]",
0009-5093_08349a5c-06af-4042-85cd-62d3f186d70a,0009-5093,HUMAN PRESCRIPTION DRUG,Ellence,,epirubicin hydrochloride,"INJECTION, SOLUTION",INTRAVENOUS,19990915,,NDA,NDA050778,Pharmacia and Upjohn Company LLC,EPIRUBICIN HYDROCHLORIDE,2,mg/mL,"Anthracycline Topoisomerase Inhibitor [EPC],Anthracyclines [Chemical/Ingredient],Topoisomerase Inhibitors [MoA]",
0009-5135_41ceaef4-f05b-459a-aed1-e6f9d8cc6e77,0009-5135,HUMAN PRESCRIPTION DRUG,Zyvox,,linezolid,"TABLET, FILM COATED",ORAL,20000418,,NDA,NDA021130,Pharmacia and Upjohn Company LLC,LINEZOLID,600,mg/1,"Oxazolidinone Antibacterial [EPC],Oxazolidinones [Chemical/Ingredient]",
0009-5136_41ceaef4-f05b-459a-aed1-e6f9d8cc6e77,0009-5136,HUMAN PRESCRIPTION DRUG,Zyvox,,linezolid,SUSPENSION,ORAL,20000418,,NDA,NDA021132,Pharmacia and Upjohn Company LLC,LINEZOLID,100,mg/5mL,"Oxazolidinone Antibacterial [EPC],Oxazolidinones [Chemical/Ingredient]",
0009-5137_41ceaef4-f05b-459a-aed1-e6f9d8cc6e77,0009-5137,HUMAN PRESCRIPTION DRUG,Zyvox,,linezolid,"INJECTION, SOLUTION",INTRAVENOUS,20000418,,NDA,NDA021131,Pharmacia and Upjohn Company LLC,LINEZOLID,200,mg/100mL,"Oxazolidinone Antibacterial [EPC],Oxazolidinones [Chemical/Ingredient]",
0009-5138_41ceaef4-f05b-459a-aed1-e6f9d8cc6e77,0009-5138,HUMAN PRESCRIPTION DRUG,Zyvox,,linezolid,"TABLET, FILM COATED",ORAL,20151012,,NDA,NDA021130,Pharmacia and Upjohn Company LLC,LINEZOLID,600,mg/1,"Oxazolidinone Antibacterial [EPC],Oxazolidinones [Chemical/Ingredient]",
0009-5139_41ceaef4-f05b-459a-aed1-e6f9d8cc6e77,0009-5139,HUMAN PRESCRIPTION DRUG,Zyvox,,linezolid,"INJECTION, SOLUTION",INTRAVENOUS,20000418,,NDA,NDA021131,Pharmacia and Upjohn Company LLC,LINEZOLID,400,mg/200mL,"Oxazolidinone Antibacterial [EPC],Oxazolidinones [Chemical/Ingredient]",
0009-5140_41ceaef4-f05b-459a-aed1-e6f9d8cc6e77,0009-5140,HUMAN PRESCRIPTION DRUG,Zyvox,,linezolid,"INJECTION, SOLUTION",INTRAVENOUS,20000418,,NDA,NDA021131,Pharmacia and Upjohn Company LLC,LINEZOLID,600,mg/300mL,"Oxazolidinone Antibacterial [EPC],Oxazolidinones [Chemical/Ingredient]",
0009-5176_1b61712a-f635-4cab-b80e-17396ca4cb4f,0009-5176,HUMAN PRESCRIPTION DRUG,SOMAVERT,,pegvisomant,KIT,,20030525,,NDA,NDA021106,Pharmacia and Upjohn Company LLC,,,,,
0009-5178_1b61712a-f635-4cab-b80e-17396ca4cb4f,0009-5178,HUMAN PRESCRIPTION DRUG,SOMAVERT,,pegvisomant,KIT,,20030525,,NDA,NDA021106,Pharmacia and Upjohn Company LLC,,,,,
0009-5180_1b61712a-f635-4cab-b80e-17396ca4cb4f,0009-5180,HUMAN PRESCRIPTION DRUG,SOMAVERT,,pegvisomant,KIT,,20030525,,NDA,NDA021106,Pharmacia and Upjohn Company LLC,,,,,
0009-5181_85f88e7f-2a54-42d2-ae5d-0969374b7ed4,0009-5181,HUMAN PRESCRIPTION DRUG,Caverject Impulse,,Alprostadil,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",INTRACAVERNOUS,20020611,,NDA,NDA021212,Pharmacia and Upjohn Company LLC,ALPROSTADIL,10,ug/.5mL,"Genitourinary Arterial Vasodilation [PE],Prostaglandin Analog [EPC],Prostaglandin E1 Agonist [EPC],Prostaglandin Receptor Agonists [MoA],Prostaglandins [Chemical/Ingredient],Venous Vasodilation [PE]",
0009-5182_85f88e7f-2a54-42d2-ae5d-0969374b7ed4,0009-5182,HUMAN PRESCRIPTION DRUG,Caverject Impulse,,Alprostadil,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",INTRACAVERNOUS,20020611,,NDA,NDA021212,Pharmacia and Upjohn Company LLC,ALPROSTADIL,20,ug/.5mL,"Genitourinary Arterial Vasodilation [PE],Prostaglandin Analog [EPC],Prostaglandin E1 Agonist [EPC],Prostaglandin Receptor Agonists [MoA],Prostaglandins [Chemical/Ingredient],Venous Vasodilation [PE]",
0009-5190_1f83c1a9-16b7-448f-a004-bf1b52b5e029,0009-5190,HUMAN PRESCRIPTION DRUG,Detrol LA,,tolterodine tartrate,"CAPSULE, EXTENDED RELEASE",ORAL,20000222,,NDA,NDA021228,Pharmacia and Upjohn Company LLC,TOLTERODINE TARTRATE,2,mg/1,"Cholinergic Muscarinic Antagonist [EPC],Cholinergic Muscarinic Antagonists [MoA]",
0009-5191_1f83c1a9-16b7-448f-a004-bf1b52b5e029,0009-5191,HUMAN PRESCRIPTION DRUG,Detrol LA,,tolterodine tartrate,"CAPSULE, EXTENDED RELEASE",ORAL,20000222,,NDA,NDA021228,Pharmacia and Upjohn Company LLC,TOLTERODINE TARTRATE,4,mg/1,"Cholinergic Muscarinic Antagonist [EPC],Cholinergic Muscarinic Antagonists [MoA]",
0009-5199_1b61712a-f635-4cab-b80e-17396ca4cb4f,0009-5199,HUMAN PRESCRIPTION DRUG,SOMAVERT,,pegvisomant,KIT,,20140731,,NDA,NDA021106,Pharmacia and Upjohn Company LLC,,,,,
0009-5200_1b61712a-f635-4cab-b80e-17396ca4cb4f,0009-5200,HUMAN PRESCRIPTION DRUG,SOMAVERT,,pegvisomant,KIT,,20140731,,NDA,NDA021106,Pharmacia and Upjohn Company LLC,,,,,
0009-5400_15c8d5ef-66cc-4845-b598-2d8667a43f33,0009-5400,HUMAN PRESCRIPTION DRUG,Nicotrol,,nicotine,INHALANT,RESPIRATORY (INHALATION),19970502,,NDA,NDA020714,Pharmacia and Upjohn Company LLC,NICOTINE,4,mg/1,"Cholinergic Nicotinic Agonist [EPC],Nicotine [Chemical/Ingredient]",
0009-5401_fa35156d-32d3-4eec-ac89-96bc762c6fd9,0009-5401,HUMAN PRESCRIPTION DRUG,Nicotrol,,nicotine,"SPRAY, METERED",NASAL,19960522,,NDA,NDA020385,Pharmacia and Upjohn Company LLC,NICOTINE,10,mg/mL,"Cholinergic Nicotinic Agonist [EPC],Nicotine [Chemical/Ingredient]",
0009-6582_49af8d95-871b-4576-8b6e-fcec897e882f,0009-6582,HUMAN PRESCRIPTION DRUG,Cleocin Phosphate (0009-6582) (Standalone),,clindamycin phosphate,"INJECTION, SOLUTION",INTRAVENOUS,19871016,,ANDA,ANDA062803,Pharmacia and Upjohn Company LLC,CLINDAMYCIN PHOSPHATE,150,mg/mL,"Decreased Sebaceous Gland Activity [PE],Lincosamide Antibacterial [EPC],Lincosamides [Chemical/Ingredient]",
0009-6780_bcee33c3-6db8-4ec0-b7b7-85c516cde450,0009-6780,HUMAN PRESCRIPTION DRUG,Cleocin Phosphate,,clindamycin phosphate,"INJECTION, SOLUTION",INTRAMUSCULAR; INTRAVENOUS,20140926,,NDA,NDA050639,Pharmacia and Upjohn Company LLC,CLINDAMYCIN PHOSPHATE,12,mg/mL,"Decreased Sebaceous Gland Activity [PE],Lincosamide Antibacterial [EPC],Lincosamides [Chemical/Ingredient]",
0009-7166_cb557552-f784-47ab-ae1c-279115b4f24b,0009-7166,HUMAN PRESCRIPTION DRUG,SOMAVERT,,pegvisomant,KIT,,20161001,,NDA,NDA021106,Pharmacia and Upjohn Company LLC,,,,,
0009-7168_cb557552-f784-47ab-ae1c-279115b4f24b,0009-7168,HUMAN PRESCRIPTION DRUG,SOMAVERT,,pegvisomant,KIT,,20161001,,NDA,NDA021106,Pharmacia and Upjohn Company LLC,,,,,
0009-7188_cb557552-f784-47ab-ae1c-279115b4f24b,0009-7188,HUMAN PRESCRIPTION DRUG,SOMAVERT,,pegvisomant,KIT,,20161001,,NDA,NDA021106,Pharmacia and Upjohn Company LLC,,,,,
0009-7199_cb557552-f784-47ab-ae1c-279115b4f24b,0009-7199,HUMAN PRESCRIPTION DRUG,SOMAVERT,,pegvisomant,KIT,,20161001,,NDA,NDA021106,Pharmacia and Upjohn Company LLC,,,,,
0009-7200_cb557552-f784-47ab-ae1c-279115b4f24b,0009-7200,HUMAN PRESCRIPTION DRUG,SOMAVERT,,pegvisomant,KIT,,20161001,,NDA,NDA021106,Pharmacia and Upjohn Company LLC,,,,,
0009-7224_a3d8c75d-5661-4919-b664-3e42f69eda00,0009-7224,PLASMA DERIVATIVE,Atgam,,EQUINE THYMOCYTE IMMUNE GLOBULIN,"INJECTION, SOLUTION",INTRAVENOUS,19811117,,BLA,BLA103676,Pharmacia and Upjohn Company LLC,EQUINE THYMOCYTE IMMUNE GLOBULIN,50,mg/mL,"Immunoglobulin G [EPC],Lymphocyte Function Alteration [PE],Increased T Lymphocyte Destruction [PE],Antibody-Surface Protein Interactions [MoA],Immunoglobulins [Chemical/Ingredient]",
0009-7376_507f16c7-aa8f-42ec-aeca-ffe853f4cc06,0009-7376,HUMAN PRESCRIPTION DRUG,Depo-Provera,,medroxyprogesterone acetate,"INJECTION, SUSPENSION",INTRAMUSCULAR,19921029,,NDA,NDA020246,Pharmacia and Upjohn Company LLC,MEDROXYPROGESTERONE ACETATE,150,mg/mL,"Progesterone Congeners [Chemical/Ingredient],Progestin [EPC]",
0009-7529_d3019f01-037e-4812-b0a9-19f7cfa014ca,0009-7529,HUMAN PRESCRIPTION DRUG,Camptosar,,irinotecan hydrochloride,"INJECTION, SOLUTION",INTRAVENOUS,19960614,,NDA,NDA020571,Pharmacia and Upjohn Company LLC,IRINOTECAN HYDROCHLORIDE,20,mg/mL,"Topoisomerase Inhibitor [EPC],Topoisomerase Inhibitors [MoA]",
0009-7663_bf595fdf-018a-465c-b957-096633b6f8bf,0009-7663,HUMAN PRESCRIPTION DRUG,Aromasin,,exemestane,TABLET,ORAL,19991021,,NDA,NDA020753,Pharmacia and Upjohn Company LLC,EXEMESTANE,25,mg/1,"Aromatase Inhibitor [EPC],Aromatase Inhibitors [MoA]",
0009-7667_266e7858-a666-43bb-a090-849970287713,0009-7667,HUMAN PRESCRIPTION DRUG,Cleocin,,clindamycin phosphate,SUPPOSITORY,VAGINAL,19990813,,NDA,NDA050767,Pharmacia and Upjohn Company LLC,CLINDAMYCIN PHOSPHATE,100,mg/1,"Decreased Sebaceous Gland Activity [PE],Lincosamide Antibacterial [EPC],Lincosamides [Chemical/Ingredient]",
0009-7686_3ce01621-0e34-4f2d-8830-784de0d0bc9f,0009-7686,HUMAN PRESCRIPTION DRUG,Caverject,,Alprostadil,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",INTRACAVERNOUS,19950706,,NDA,NDA020379,Pharmacia and Upjohn Company LLC,ALPROSTADIL,41.1,ug/mL,"Genitourinary Arterial Vasodilation [PE],Prostaglandin Analog [EPC],Prostaglandin E1 Agonist [EPC],Prostaglandin Receptor Agonists [MoA],Prostaglandins [Chemical/Ingredient],Venous Vasodilation [PE]",
0009-7807_4ee972e0-6abe-4536-87a2-69d58c3e6384,0009-7807,HUMAN PRESCRIPTION DRUG,Zyvox,,linezolid,"INJECTION, SOLUTION",INTRAVENOUS,20150218,,NDA,NDA021131,Pharmacia and Upjohn Company LLC,LINEZOLID,600,mg/300mL,"Oxazolidinone Antibacterial [EPC],Oxazolidinones [Chemical/Ingredient]",
0009-9890_bcee33c3-6db8-4ec0-b7b7-85c516cde450,0009-9890,HUMAN PRESCRIPTION DRUG,Cleocin Phosphate,,clindamycin phosphate,"INJECTION, SOLUTION",INTRAMUSCULAR; INTRAVENOUS,20140926,,NDA,NDA050639,Pharmacia and Upjohn Company LLC,CLINDAMYCIN PHOSPHATE,18,mg/mL,"Decreased Sebaceous Gland Activity [PE],Lincosamide Antibacterial [EPC],Lincosamides [Chemical/Ingredient]",
0013-0101_8500bcff-4683-44f9-aed0-257e9451a5fd,0013-0101,HUMAN PRESCRIPTION DRUG,Azulfidine,,Sulfasalazine,TABLET,ORAL,19500620,,NDA,NDA007073,Pharmacia and Upjohn Company LLC,SULFASALAZINE,500,mg/1,"Aminosalicylate [EPC],Aminosalicylic Acids [Chemical/Ingredient]",
0013-0102_19030cfc-9aec-4ffa-bccc-3220a0767056,0013-0102,HUMAN PRESCRIPTION DRUG,Azulfidine,EN-tabs,Sulfasalazine,"TABLET, DELAYED RELEASE",ORAL,19500620,,NDA,NDA007073,Pharmacia and Upjohn Company LLC,SULFASALAZINE,500,mg/1,"Aminosalicylate [EPC],Aminosalicylic Acids [Chemical/Ingredient]",
0013-0132_89ad27c2-a441-4607-9356-3bcf7c015368,0013-0132,HUMAN PRESCRIPTION DRUG,Emcyt,,estramustine phosphate sodium,CAPSULE,ORAL,19920101,,NDA,NDA018045,Pharmacia and Upjohn Company LLC,ESTRAMUSTINE PHOSPHATE SODIUM,140,mg/1,"Alkylating Activity [MoA],Alkylating Drug [EPC],Estradiol [Chemical/Ingredient],Nitrogen Mustard Compounds [Chemical/Ingredient]",
0013-1114_f391848e-f7da-4786-a2ff-9b9f941913cb,0013-1114,HUMAN PRESCRIPTION DRUG,Cyklokapron,,tranexamic acid,"INJECTION, SOLUTION",INTRAVENOUS,19861230,,NDA,NDA019281,Pharmacia and Upjohn Company LLC,TRANEXAMIC ACID,100,mg/mL,"Antifibrinolytic Agent [EPC],Decreased Fibrinolysis [PE]",
0013-2150_2885948b-3daf-4d27-8d27-196ce7474294,0013-2150,HUMAN PRESCRIPTION DRUG,Estring,,estradiol,RING,VAGINAL,19960426,,NDA,NDA020472,Pharmacia and Upjohn Company LLC,ESTRADIOL,2,mg/1,"Estradiol Congeners [Chemical/Ingredient],Estrogen [EPC],Estrogen Receptor Agonists [MoA]",
0013-2576_d15f2f64-0955-42cb-9203-2cf11692011d,0013-2576,HUMAN PRESCRIPTION DRUG,Idamycin PFS,,idarubicin hydrochloride,SOLUTION,INTRAVENOUS,19970217,,NDA,NDA050734,Pharmacia and Upjohn Company LLC,IDARUBICIN HYDROCHLORIDE,1,mg/mL,"Anthracycline Topoisomerase Inhibitor [EPC],Anthracyclines [Chemical/Ingredient],Topoisomerase Inhibitors [MoA]",
0013-2586_d15f2f64-0955-42cb-9203-2cf11692011d,0013-2586,HUMAN PRESCRIPTION DRUG,Idamycin PFS,,idarubicin hydrochloride,SOLUTION,INTRAVENOUS,19970217,,NDA,NDA050734,Pharmacia and Upjohn Company LLC,IDARUBICIN HYDROCHLORIDE,1,mg/mL,"Anthracycline Topoisomerase Inhibitor [EPC],Anthracyclines [Chemical/Ingredient],Topoisomerase Inhibitors [MoA]",
0013-2596_d15f2f64-0955-42cb-9203-2cf11692011d,0013-2596,HUMAN PRESCRIPTION DRUG,Idamycin PFS,,idarubicin hydrochloride,SOLUTION,INTRAVENOUS,19970217,,NDA,NDA050734,Pharmacia and Upjohn Company LLC,IDARUBICIN HYDROCHLORIDE,1,mg/mL,"Anthracycline Topoisomerase Inhibitor [EPC],Anthracyclines [Chemical/Ingredient],Topoisomerase Inhibitors [MoA]",
0013-2626_dfe97f6c-4d01-45bd-b292-8dc923969c8a,0013-2626,HUMAN PRESCRIPTION DRUG,GENOTROPIN,,somatropin,KIT,,19951220,,NDA,NDA020280,Pharmacia and Upjohn Company LLC,,,,,
0013-2646_dfe97f6c-4d01-45bd-b292-8dc923969c8a,0013-2646,HUMAN PRESCRIPTION DRUG,GENOTROPIN,,somatropin,KIT,,19951220,,NDA,NDA020280,Pharmacia and Upjohn Company LLC,,,,,
0013-2649_dfe97f6c-4d01-45bd-b292-8dc923969c8a,0013-2649,HUMAN PRESCRIPTION DRUG,GENOTROPIN,,somatropin,KIT,,19951220,,NDA,NDA020280,Pharmacia and Upjohn Company LLC,,,,,
0013-2650_dfe97f6c-4d01-45bd-b292-8dc923969c8a,0013-2650,HUMAN PRESCRIPTION DRUG,GENOTROPIN,,somatropin,KIT,,19951220,,NDA,NDA020280,Pharmacia and Upjohn Company LLC,,,,,
0013-2651_dfe97f6c-4d01-45bd-b292-8dc923969c8a,0013-2651,HUMAN PRESCRIPTION DRUG,GENOTROPIN,,somatropin,KIT,,19951220,,NDA,NDA020280,Pharmacia and Upjohn Company LLC,,,,,
0013-2652_dfe97f6c-4d01-45bd-b292-8dc923969c8a,0013-2652,HUMAN PRESCRIPTION DRUG,GENOTROPIN,,somatropin,KIT,,19951220,,NDA,NDA020280,Pharmacia and Upjohn Company LLC,,,,,
0013-2653_dfe97f6c-4d01-45bd-b292-8dc923969c8a,0013-2653,HUMAN PRESCRIPTION DRUG,GENOTROPIN,,somatropin,KIT,,19951220,,NDA,NDA020280,Pharmacia and Upjohn Company LLC,,,,,
0013-2654_dfe97f6c-4d01-45bd-b292-8dc923969c8a,0013-2654,HUMAN PRESCRIPTION DRUG,GENOTROPIN,,somatropin,KIT,,19951220,,NDA,NDA020280,Pharmacia and Upjohn Company LLC,,,,,
0013-2655_dfe97f6c-4d01-45bd-b292-8dc923969c8a,0013-2655,HUMAN PRESCRIPTION DRUG,GENOTROPIN,,somatropin,KIT,,19951220,,NDA,NDA020280,Pharmacia and Upjohn Company LLC,,,,,
0013-2656_dfe97f6c-4d01-45bd-b292-8dc923969c8a,0013-2656,HUMAN PRESCRIPTION DRUG,GENOTROPIN,,somatropin,KIT,,19951220,,NDA,NDA020280,Pharmacia and Upjohn Company LLC,,,,,
0013-2657_dfe97f6c-4d01-45bd-b292-8dc923969c8a,0013-2657,HUMAN PRESCRIPTION DRUG,GENOTROPIN,,somatropin,KIT,,19951220,,NDA,NDA020280,Pharmacia and Upjohn Company LLC,,,,,
0013-2658_dfe97f6c-4d01-45bd-b292-8dc923969c8a,0013-2658,HUMAN PRESCRIPTION DRUG,GENOTROPIN,,somatropin,KIT,,19951220,,NDA,NDA020280,Pharmacia and Upjohn Company LLC,,,,,
0013-5301_e70773f5-44be-4251-96ce-542555385a15,0013-5301,HUMAN PRESCRIPTION DRUG,Mycobutin,,rifabutin,CAPSULE,ORAL,19921223,,NDA,NDA050689,Pharmacia and Upjohn Company LLC,RIFABUTIN,150,mg/1,"Rifamycin Antimycobacterial [EPC],Rifamycins [Chemical/Ingredient]",
0013-8303_341a853e-1bd6-4ba0-a851-5ee05c2024e0,0013-8303,HUMAN PRESCRIPTION DRUG,Xalatan,,latanoprost,SOLUTION,OPHTHALMIC,19950320,,NDA,NDA020597,Pharmacia and Upjohn Company LLC,LATANOPROST,50,ug/mL,"Prostaglandin Analog [EPC],Prostaglandins [Chemical/Ingredient]",
0013-8717_464537a7-86e4-436a-aa6e-696402312ee1,0013-8717,HUMAN PRESCRIPTION DRUG,Zinecard,,dexrazoxane,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",INTRAVENOUS,19950526,,NDA,NDA020212,Pharmacia and Upjohn Company LLC,DEXRAZOXANE HYDROCHLORIDE,250,mg/25mL,Cytoprotective Agent [EPC],
0013-8727_464537a7-86e4-436a-aa6e-696402312ee1,0013-8727,HUMAN PRESCRIPTION DRUG,Zinecard,,dexrazoxane,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",INTRAVENOUS,19950526,,NDA,NDA020212,Pharmacia and Upjohn Company LLC,DEXRAZOXANE HYDROCHLORIDE,500,mg/50mL,Cytoprotective Agent [EPC],
0015-0508_ebbcea19-43e2-4fee-9329-7b33cb7da6b1,0015-0508,HUMAN PRESCRIPTION DRUG,MEGACE,,MEGESTROL ACETATE,SUSPENSION,ORAL,20090601,,NDA,NDA020264,"E.R. Squibb & Sons, L.L.C.",MEGESTROL ACETATE,40,mg/mL,"Progesterone Congeners [Chemical/Ingredient],Progestin [EPC]",
0015-1910_73ce7912-af71-4c80-bec0-f4fa546aa197,0015-1910,HUMAN PRESCRIPTION DRUG,IXEMPRA,,ixabepilone,KIT,,20071016,20171031,NDA,NDA022065,"E.R. Squibb & Sons, L.L.C.",,,,,
0015-1911_73ce7912-af71-4c80-bec0-f4fa546aa197,0015-1911,HUMAN PRESCRIPTION DRUG,IXEMPRA,,ixabepilone,KIT,,20071016,20171031,NDA,NDA022065,"E.R. Squibb & Sons, L.L.C.",,,,,
0015-3080_f7300281-bca8-4dba-ba90-258712a76093,0015-3080,HUMAN PRESCRIPTION DRUG,LYSODREN,,MITOTANE,TABLET,ORAL,20090601,,NDA,NDA016885,"E.R. Squibb & Sons, L.L.C.",MITOTANE,500,mg/1,Cytochrome P450 3A4 Inducers [MoA],
0015-3404_313e8121-bbc5-4317-8e2e-c3a5b1a86996,0015-3404,HUMAN PRESCRIPTION DRUG,ETOPOPHOS,,etoposide phosphate,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",INTRAVENOUS,20090601,,NDA,NDA020457,"E.R. Squibb & Sons, L.L.C.",ETOPOSIDE PHOSPHATE,100,mg/1,"Topoisomerase Inhibitor [EPC],Topoisomerase Inhibitors [MoA]",
